,VerseId,VerseContent,UntrimmedAudio
4034,LUK.22.4,"Ajya kuvugana n'abakuru bo mu batambyi n'abatware b'abarinzi b'Ingoro y'Imana, bumvikana uburyo azabashyikiriza Yezu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4035,LUK.22.5,Baranezerwa bamusezeranya amafaranga. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4036,LUK.22.6,"Nuko Yuda arabyemera, asigara ashaka igihe gikwiriye cyo kumubashyikiriza rubanda batabizi.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4038,LUK.22.7,"Ku munsi wa mbere w'iminsi mikuru y'Imigati idasembuye, ari wo babÄÅgagaho umwana w'intama wa Pasika, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4039,LUK.22.8,Yezu atuma Petero na Yohani ati: â€œNimugende mudutegurire ifunguro rya Pasika turi busangire.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4041,LUK.22.9,Baramubaza bati: â€œUrashaka ko turitegurira hehe?â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4043,LUK.22.10,"Arabasubiza ati: â€œNimugera mu mujyi muraza guhura n'umugabo wikoreye ikibindi cy'amazi, mumukurikire mu nzu ari bwinjiremo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4044,LUK.22.11,Nuko mubwire nyir'inzu muti â€˜Umwigisha aravuze ngo utwereke icyumba ari busangiriremo n'abigishwa be ifunguro rya Pasika.â€™ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4045,LUK.22.12,"Uwo muntu ari bubereke icyumba kigari mu igorofa yo hejuru kirimo ibyicaro, abe ari ho mutunganyiriza ifunguro rya Pasika.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4047,LUK.22.13,"Baragenda basanga ari nk'uko yabibabwiye, maze bategura ifunguro rya Pasika.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4049,LUK.22.14,"Igihe kigeze, Yezu yicarana n'Intumwa ze barafungura. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4050,LUK.22.15,Arababwira ati: â€œMbega ukuntu nifuje gusangira namwe iby'uyu Munsi wa Pasika ntarababazwa! ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4051,LUK.22.16,"Ndabamenyesha ko ntazongera kurya ifunguro rya Pasika, kugeza igihe icyo rishushanya kizaba gisohojwe mu bwami bw'Imana.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4053,LUK.22.17,"Nuko afata igikombe, ashimira Imana aravuga ati: â€œNimwakire musangire! ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4054,LUK.22.18,Mbabwire kandi: kuva ubu sinzongera kunywa divayi kugeza igihe Imana izaba ishinze ubwami bwayo.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4056,LUK.22.19,"Hanyuma afata umugati, amaze gushimira Imana arawumanyura, arawubahereza ati: â€œUyu ni umubiri wanjye ubatangiwe, mujye mukora mutya kugira ngo munyibuke.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4058,LUK.22.20,"Bamaze gufungura afata n'igikombe aravuga ati: â€œIki gikombe ni Isezerano rishya Imana igiranye n'abayo, rikaba ryemejwe n'amaraso yanjye amenwe ku bwanyu. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4059,LUK.22.21,"Nyamara dore ungambanira ari hano, turi kumwe ku meza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4060,LUK.22.22,Koko Umwana w'umuntu agiye gupfa nk'uko Imana yabigennye. Nyamara ugiye kumugambanira azabona ishyano.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4062,LUK.22.23,Nuko batangira kubazanya ugiye gukora ibyo uwo ari we.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4064,LUK.22.24,Abigishwa ba Yezu batangira kujya impaka bibaza umukuru muri bo. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4065,LUK.22.25,"Nuko Yezu arababwira ati: â€œAbami b'amahanga bayatwaza igitugu, kandi abayategeka bakunda kwitwa abagiraneza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4066,LUK.22.26,"Ariko mwebwe ntimukagenze mutyo. Ahubwo umukuru muri mwe ajye agenza nk'umuto, kandi utegeka ajye amera nk'ukorera abandi. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4067,LUK.22.27,"Mbese ye, umukuru ni uwuhe, ni uri ku meza afungura cyangwa ni umuhereza? Ese si uri ku meza? Jyewe rero ndi muri mwe meze nk'ubahereza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4068,LUK.22.28,Icyakora ni mwebwe mutantereranye igihe nageragezwaga. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4069,LUK.22.29,"Nuko rero mbateganyirije ubwami nk'uko nanjye Data yabunteganyirije, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4070,LUK.22.30,"kugira ngo muzarye kandi munywe dusangirira mu bwami bwanjye, maze mwicare ku ntebe za cyami mucire imanza imiryango cumi n'ibiri y'Abisiraheli.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4072,LUK.22.31,Nuko abwira Petero ati: â€œYewe ga Simoni! Satani yabasabye Imana ngo abashungure nk'uko bashungura ingano. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4073,LUK.22.32,"Icyakora wowe nagusabiye ku Mana kugira ngo utareka kunyizera, kandi numara kungarukira uzakomeze abavandimwe bawe.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4075,LUK.22.33,"Petero aramubwira ati: â€œNyagasani, jyewe niyemeje kujyana nawe, naho nafunganwa nawe ndetse naho napfana nawe.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4077,LUK.22.34,"Yezu aramusubiza ati: â€œPetero, reka nkubwire: iri joro inkoko ntiri bubike utaranyihakana gatatu.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4079,LUK.22.35,"Hanyuma Yezu arababaza ati: â€œUbwo nabatumaga nta mafaranga mufite, nta mufuka nta n'inkweto, mbese hari icyo mwabuze?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4080,LUK.22.35,Baramusubiza bati: â€œNta cyo.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4082,LUK.22.36,"Nuko arababwira ati: â€œNoneho rero ufite amafaranga ayajyane, ufite umufuka na we awujyane, kandi udafite inkota agurishe umwitero we ayigure. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4083,LUK.22.37,"Ibyanditswe biravuga ngo: â€˜Yashyizwe mu mubare w'abagome.â€™ Dore mbabwire: ibyo byanditswe bigomba kumbaho, kuko ibyamvuzweho biri hafi kuba.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4085,LUK.22.38,"Baravuga bati: â€œNyagasani, ngizi inkota ebyiri!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4086,LUK.22.38,Na we arababwira ati: â€œZirahagije,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4088,LUK.22.39,"Nuko Yezu arasohoka ajya ku Musozi w'Iminzenze nk'uko yari asanzwe abigenza, n'abigishwa be baramukurikira. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4089,LUK.22.40,Ahageze arababwira ati: â€œNimusenge mutagwa mu bishuko.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4091,LUK.22.41,"Hanyuma arabÄ«tarura ajya nk'aho umuntu yatera ibuye, arapfukama arasenga ati: ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4092,LUK.22.42,"â€œData, niba ubishaka igiza kure yanjye iki gikombe cy'umubabaro",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4093,LUK.22.42,[ ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4094,LUK.22.43,"Nuko umumarayika ava mu ijuru, abonekera Yezu aramukomeza. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4095,LUK.22.44,"Yari yashegeshwe n'ishavu, bituma arushaho gusenga cyane. Abira ibyuya bisa n'amaraso atonyanga.]",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4097,LUK.22.45,"Amaze gusenga, arahaguruka asubira aho abigishwa be bari, asanga basinziriye kubera agahinda. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4098,LUK.22.46,Nuko arababwira ati: â€œKo musinziriye? Nimubyuke musenge kugira ngo mutagwa mu bishuko.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4100,LUK.22.47,"Akivuga ibyo haza igitero cy'abantu. Uwitwaga Yuda, umwe muri ba bigishwa cumi na babiri yari abarangaje imbere, yegera Yezu ngo amusome. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4101,LUK.22.48,"Yezu aramubaza ati: â€œNi ko se Yuda, uragambanira Umwana w'umuntu umusoma?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4103,LUK.22.49,"Abari kumwe na Yezu babonye ibigiye kuba, baramubaza bati: â€œNyagasani, mbese dukure inkota turwane?â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4105,LUK.22.50,"Ndetse umwe muri bo akubita inkota umugaragu w'Umutambyi mukuru, amuca ugutwi kw'iburyo.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4107,LUK.22.51,Yezu arababwira ati: â€œNimusigeho!â€ù Nuko akora uwo mugaragu ku gutwi aramukiza.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4109,LUK.22.52,"Hanyuma Yezu abaza abakuru bo mu batambyi n'abatware b'abarinzi b'Ingoro y'Imana, n'abakuru b'imiryango bari baje kumufata ati: â€œKuki muje mwitwaje inkota n'amahiri nk'abaje gufata igisambo? ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4110,LUK.22.53,"Iminsi yose nahoranaga namwe mu rugo rw'Ingoro y'Imana, ntimugire icyo munkoraho. None iki gihe ni icyanyu kuko ari icy'ububasha bw'ikibi.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4112,LUK.22.54,"Bafata Yezu baramujyana bamugeza mu nzu y'Umutambyi mukuru, Petero amukurikirira kure. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4113,LUK.22.55,"Nuko bacana umuriro hagati mu rugo bicara bawukikije, na Petero yicarana na bo. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4114,LUK.22.56,"Mu gihe Petero yicaye aho hafi y'umuriro, umuja aramwitegereza aravuga ati: â€œUriya na we yari kumwe na Yezu.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4116,LUK.22.57,Petero arabihakana ati: â€œReka simuzi wa mugore we!â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4118,LUK.22.58,"Hashize akanya gato, undi muntu abonye Petero aravuga ati: â€œNawe uri uwo muri bo!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4119,LUK.22.58,"Ariko Petero aramusubiza ati: â€œReka wa mugabo we, sindi uwo muri bo!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4121,LUK.22.59,"Haza guhita nk'isaha, undi muntu avuga akomeje ati: â€œNi impamo uyu muntu na we yari kumwe na Yezu. Dore ni n'Umunyagalileya!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4123,LUK.22.60,"Petero arasubiza ati: â€œWa mugabo we, icyo ushaka kuvuga sinkizi!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4124,LUK.22.60,Akivuga atyo inkoko irabika. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4125,LUK.22.61,"Nuko Nyagasani arahindukira yitegereza Petero, maze Petero yibuka ijambo Nyagasani yari yamubwiye agira ati: â€œiri joro, inkoko ntiri bubike utaranyihakana gatatu.â€ù ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4126,LUK.22.62,"Nuko asohoka ashavuye, ararira cyane.",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4128,LUK.22.63,"Abantu bari barinze Yezu baramunnyega ari na ko bamukubita, ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4129,LUK.22.64,"bakamupfuka mu maso bakavuga bati: â€œHanura, ni nde ugukubise?â€ù ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4130,LUK.22.65,Nuko bakomeza kumutuka ibitutsi byinshi.,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4132,LUK.22.66,"Bumaze gucya, abagize urukiko rw'ikirenga ari bo bakuru b'imiryango y'Abayahudi, n'abakuru bo mu batambyi n'abigishamategeko baraterana. Bahamagaza Yezu ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4133,LUK.22.67,baramubwira bati: â€œNiba uri Kristo bitubwire!â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4134,LUK.22.67,Yezu arabasubiza ati: â€œNaho nabibabwira nte ntimwanyemera. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4135,LUK.22.68,"Ikindi kandi, ningira icyo mbabaza ntabwo muri bunsubize. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4136,LUK.22.69,"Nyamara mu gihe gito Umwana w'umuntu agiye kwicara ku ntebe ya cyami, iburyo bw'Imana Nyirububasha.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4138,LUK.22.70,Nuko bose baramubaza bati: â€œNi wowe rero Mwana w'Imana?â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4139,LUK.22.70,Arabasubiza ati: â€œMurabyivugiye ndi we.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4141,LUK.22.71,"Nuko baravuga bati: â€œTuracyashaka abagabo b'iki se kandi, ko abivuze ubwe twiyumvira!â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/22-3053d93cc96d268c905c71b4a8c7f476.mp3?version_id=387
4142,LUK.23.1,Hanyuma bose barahaguruka bajyana Yezu kwa Pilato. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
4143,LUK.23.2,"Batangira kumurega bagira bati: â€œTwasanze uyu muntu agomesha rubanda, ababuza gutanga umusoro w'umwami w'i Roma, kandi yiyita Umwami Kristo.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
4145,LUK.23.3,Pilato aramubaza ati: â€œNi wowe mwami w'Abayahudi?â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
4146,LUK.23.3,Yezu aramusubiza ati: â€œUrabyivugiye.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
4148,LUK.23.4,Pilato abwira abakuru bo mu batambyi n'imbaga y'abantu bari aho ati: â€œNdabona uyu muntu nta cyaha kimuhama.â€ù,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
4150,LUK.23.5,"Ariko bo bahatiriza bagira bati: â€œYagomesheje rubanda muri Yudeya yose kubera ibyo yigisha, yari yahereye muri Galileya mbere yo kugera n'ino aha.â€ù",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
4152,LUK.23.6,Pilato yumvise ibyo abaza ko Yezu ari Umunyagalileya. ,http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
4153,LUK.23.7,"Amenye rero ko ari uwo mu bwatsi bwa Herodi, aramumwoherereza kuko Herodi na we yari i Yeruzalemu muri iyo minsi. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
4154,LUK.23.8,"Herodi yishimira cyane kubona Yezu, kuko kuva kera yabyifuzaga kubera ibyo yamwumvagaho. Ikindi kandi yari afite amatsiko yo kubona aho Yezu akora igitangaza kimuranga. ",http//cdn-youversionapi.global.ssl.fastly.net/audio-bible-youversionapi/126/32k/LUK/23-23045a09828632aa4195c60e5589a8af.mp3?version_id=387
